Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"1294341|CP004539.1 Saccharomyces cerevisiae YJM1250 plasmid 2 micron, complete sequence",5984,286,6300,56.73,61.06,92.9,163.76,3843.0,5176.42,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1294370|CP004558.1 Saccharomyces cerevisiae YJM1433 plasmid 2 micron, complete sequence",4192,288,6346,64.64,69.76,92.66,143.35,5203.719999999999,3400.16,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1294380|CP004562.1 Saccharomyces cerevisiae YJM1478 plasmid 2 micron, complete sequence",431900,286,6303,97.97,98.62,99.34,101.4,304308.84,431040.4,1e-26,4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
"941323|CP011134.1 Escherichia coli VR50, complete genome",18984794,226971,5000386,59.2,61.51,96.24,162.56,22251717.7,18314604.02,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"1613|KP224710.1 Lactobacillus fermentum strain IMAU10716 chaperone protein dnaK (dnaK) gene, partial cds",278,23,519,75.92,79.58,95.4,125.67,415.20000000000005,214.55,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"5421|LN483265.1 Xanthophyllomyces dendrorhous genome assembly Xden1, scaffold Scaffold_180",55682,120,2656,94.58,97.59,96.91,102.47,73810.23999999999,55320.48,1e-26,107449,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Phaffia,
"1280|CP011528.1 Staphylococcus aureus strain RKI4, complete genome",124025020,122010,2725654,93.88,95.22,98.59,105.02,144514175.08,123659466.7,1e-26,1280,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
"4932|KR260477.1 Saccharomyces cerevisiae isolate NCYC3585 mitochondrion, complete genome",67628,3485,76596,22.82,24.65,92.59,405.72,176170.8,57855.37,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
559292|NR_132207.1 Saccharomyces cerevisiae S288c 35S pre-ribosomal RNA miscRNANR_132216.1 Saccharomyces cerevisiae S288c 35S pre-ribosomal RNA miscRNA,18892,312,6858,80.15,83.45,96.05,119.83,35798.759999999995,17976.11,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1613|KR079401.1 Lactobacillus fermentum strain IMAU70069 UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (murE) gene, partial cdsKR079404.1 Lactobacillus fermentum strain IMAU70077 UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (murE) gene, partial cds",252,19,426,80.99,83.33,97.18,120.0,353.58,199.39,1e-26,2742598,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,
4932|CP011810.1 Saccharomyces cerevisiae strain NCIM3186 chromosome I sequence,123542,10385,228244,26.39,27.9,94.58,358.37,139228.84,95606.72,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP011811.1 Saccharomyces cerevisiae strain NCIM3186 chromosome II sequence,4475370,36971,812978,80.57,82.91,97.18,120.61,5381914.36,4365668.03,1e-26,4930,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,
4932|CP011812.1 Saccharomyces cerevisiae strain NCIM3186 chromosome III sequence,659806,14388,316239,53.97,56.46,95.59,177.12,702050.5800000001,617868.73,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP011813.1 Saccharomyces cerevisiae strain NCIM3186 chromosome IV sequence,1400888,69688,1531788,43.38,46.06,94.19,217.11,1684966.8,1205032.52,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP011814.1 Saccharomyces cerevisiae strain NCIM3186 chromosome V sequence,881758,26244,576837,61.56,65.29,94.29,153.16,1084453.5599999998,806058.12,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP011816.1 Saccharomyces cerevisiae strain NCIM3186 chromosome VII sequence,2740566,49621,1090907,71.21,74.57,95.49,134.1,3458175.19,2595230.7,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP011817.1 Saccharomyces cerevisiae strain NCIM3186 chromosome VIII sequence,693976,25589,562412,53.67,56.8,94.48,176.04,849242.12,620848.83,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP011818.1 Saccharomyces cerevisiae strain NCIM3186 chromosome IX sequence,390538,20014,439878,43.55,46.18,94.31,216.54,510258.48,334396.86,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP011819.1 Saccharomyces cerevisiae strain NCIM3186 chromosome X sequence,894812,33928,745713,48.56,51.22,94.82,195.25,1126026.6300000001,797985.29,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP011820.1 Saccharomyces cerevisiae strain NCIM3186 chromosome XI sequence,1064420,30323,666505,59.02,62.23,94.84,160.7,1339675.0499999998,976808.7,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP011821.1 Saccharomyces cerevisiae strain NCIM3186 chromosome XII sequence,6029472,49017,1078087,73.27,75.59,96.93,132.29,7374115.08,5884000.71,1e-26,4930,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,
4932|CP011822.1 Saccharomyces cerevisiae strain NCIM3186 chromosome XIII sequence,3051956,42042,924326,74.21,77.09,96.27,129.72,3863682.6799999997,2928112.85,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP011823.1 Saccharomyces cerevisiae strain NCIM3186 chromosome XIV sequence,1909234,35663,783960,68.85,71.91,95.75,139.07,2438115.6,1804859.13,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP011824.1 Saccharomyces cerevisiae strain NCIM3186 chromosome XV sequence,1292490,49643,1091170,53.45,56.7,94.28,176.37,1604019.9,1150905.42,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP011825.1 Saccharomyces cerevisiae strain NCIM3186 chromosome XVI sequence,816582,43133,948017,37.85,40.15,94.26,249.05,1052298.87,695839.14,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1381124|CP011536.1 Lactobacillus fermentum 3872, complete genome",75218594,103529,2297851,70.06,72.6,96.51,137.74,105195618.78,74908575.24,1e-26,2742598,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,
"562|CP011495.1 Escherichia coli strain NCM3722, complete genome",8130814,212643,4678046,29.44,31.32,93.99,319.25,9356092.0,7514562.69,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"4932|KP712800.1 Saccharomyces cerevisiae isolate Y12 mitochondrion, complete genome",379076,3870,85070,75.6,79.77,94.77,125.36,1006378.1,367620.31,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1639|CP012021.1 Listeria monocytogenes strain CFSAN023463, complete genome",3764104,133702,2939733,33.71,35.93,93.85,278.35,5438506.05,3381342.15,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
"287|CP012066.1 Pseudomonas aeruginosa strain F9676, complete genome",11658144,289330,6368008,43.58,45.96,94.83,217.6,18594583.36,10818180.21,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"77133|KP971023.1 Uncultured bacterium clone I73_A01 16S ribosomal RNA gene, partial sequence",648,38,848,75.59,79.6,94.96,125.63,678.4000000000001,540.92,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KP971202.1 Uncultured bacterium clone I141_G10 16S ribosomal RNA gene, partial sequence",464,27,613,68.52,71.62,95.67,139.64,441.35999999999996,386.65,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KP971206.1 Uncultured bacterium clone I141_C06 16S ribosomal RNA gene, partial sequence",532,33,742,57.01,65.63,86.86,152.36,786.5200000000001,438.77,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,,,
"77133|KP971273.1 Uncultured bacterium clone I142_F03 16S ribosomal RNA gene, partial sequence",400,36,799,80.35,85.36,94.13,117.16,679.15,303.05,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"147453|KP745597.1 Staphylococcus saprophyticus subsp. bovis strain 43Ls.8 16S ribosomal RNA gene, partial sequence",758,61,1359,37.9,40.03,94.67,249.82,543.6,591.14,1e-26,90964,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,,
"287|AP014839.2 Pseudomonas aeruginosa DNA, complete genome, strain: 8380",16853880,300268,6613260,50.44,53.16,94.89,188.11,26320774.8,15974097.68,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"930781|CP006047.2 Listeria monocytogenes J1816, complete genome",9773966,133948,2947460,48.81,51.4,94.95,194.55,13912011.2,9379365.26,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
"287|CP012679.1 Pseudomonas aeruginosa strain PA1RG, complete genome",7001934,295527,6500439,29.57,31.36,94.29,318.92,11440772.64,6163222.79,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1280|KT261214.1 Staphylococcus aureus strain RCB1002 16S ribosomal RNA gene, partial sequence",934,63,1403,60.87,64.15,94.89,155.89,897.9200000000001,758.82,1e-26,90964,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,,
"1280|AP014942.1 Staphylococcus aureus DNA, complete genome, strain: FDA209P",2979210,126256,2775733,28.18,30.05,93.77,332.82,3774996.8800000004,2620973.62,1e-26,90964,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,,
"1201112|LN907785.1 Saccharomyces cerevisiae N85 chromosome II, complete genome",497564,36630,805060,27.32,29.12,93.82,343.44,531339.6,397720.4,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1201112|LN907788.1 Saccharomyces cerevisiae N85 chromosome V, complete genome",549696,26425,580779,33.8,36.46,92.71,274.24,441392.04,475268.56,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1201112|LN907794.1 Saccharomyces cerevisiae N85 chromosome XI, complete genome",430362,31366,689373,31.91,33.95,94.02,294.59,530817.21,344785.2,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1201112|LN907796.1 Saccharomyces cerevisiae N85 chromosome XIII, complete genome",618974,40734,895281,34.67,36.89,93.98,271.09,814705.7100000001,506830.91,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1201112|LN907797.1 Saccharomyces cerevisiae N85 chromosome XIV, complete genome",433940,35293,775684,32.62,34.68,94.06,288.34,535221.96,338676.95,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1201112|LN907798.1 Saccharomyces cerevisiae N85 chromosome XV, complete genome",712818,61150,1344000,31.72,33.73,94.04,296.44,873600.0,548692.35,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"287|CP013245.1 Pseudomonas aeruginosa strain VA-134, complete genome",8047282,290940,6400418,34.33,36.35,94.42,275.07,12992848.54,7215066.77,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1639|CP013285.1 Listeria monocytogenes strain WSLC 1018, complete genome",51588860,132989,2942510,66.0,68.59,96.22,145.8,66235900.1,51191259.45,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
"882095|CP013288.1 Listeria monocytogenes ATCC 19117 strain WSLC 1033, complete genome",16500976,133982,2950820,48.6,51.66,94.08,193.59,21570494.2,16103345.25,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
"562|CP013253.1 Escherichia coli strain CQSW20, complete genome",6220734,208196,4579074,30.69,32.4,94.7,308.61,7738635.06,5623114.35,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"1280|CP013618.1 Staphylococcus aureus strain RIVM1295 plasmid pRIVM1295-2, complete sequence",9736,138,3048,56.63,58.07,97.51,172.2,24444.96,9327.72,1e-26,1279,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
"1280|CP013624.1 Staphylococcus aureus strain RIVM1076 plasmid pRIVM1076, complete sequence",473836,100,2216,99.91,99.95,99.95,100.05,634197.04,473533.6,1e-26,1280,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
"1280|CP013625.1 Staphylococcus aureus strain RIVM4294 plasmid pRIVM4294, complete sequence",32292,141,3113,67.49,68.2,98.96,146.63,66555.94,31869.53,1e-26,1280,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
"1280|CP013626.1 Staphylococcus aureus strain RIVM4296 plasmid pRIVM4296, complete sequence",745300,136,2992,99.93,100.0,99.93,100.0,1183904.48,744891.71,1e-26,1280,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
"1280|CP013628.1 Staphylococcus aureus strain RIVM4293 plasmid pRIVM4293, complete sequence",3434086,304,6686,84.5,87.23,96.88,114.64,4087084.94,3433173.82,1e-26,1279,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
"1639|LC104824.1 Listeria monocytogenes genes for ribosomal protein L30, ribosomal protein S5, ribosomal protein L18, ribosomal protein L6, ribosomal protein S8, ribosomal protein S14, ribosomal protein L5, ribosomal protein L24, ribosomal protein L14, ribosomal protein S17, ribosomal protein L15, ribosomal protein L16, ribosomal protein S3, ribosomal protein L22, ribosomal protein S19, ribosomal protein L2, ribosomal protein L23, ribosomal protein L4, ribosomal protein L3, ribosomal protein S10, ribosomal protein L29, complete cds, strain: JCM 2873",578086,422,9284,99.69,100.17,99.52,99.83,777442.1599999999,576819.99,1e-26,1639,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
"287|CP013696.1 Pseudomonas aeruginosa strain 12-4-4(59), complete genome",11363812,292244,6431911,43.84,46.25,94.8,216.21,18459584.57,10516386.17,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP012901.1 Pseudomonas aeruginosa strain N15-01092, complete sequence",7458494,316989,6972899,32.63,34.61,94.28,288.94,12063115.27,6559218.44,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP008857.1 Pseudomonas aeruginosa strain F30658, complete genome",4144032,330787,7273258,22.41,23.95,93.56,417.51,5382210.92,3249478.59,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP008861.1 Pseudomonas aeruginosa strain H47921, complete genome",6336710,310829,6836415,29.12,30.94,94.12,323.18,10117894.2,5462355.97,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP008867.1 Pseudomonas aeruginosa strain T52373, complete genome",10122120,287318,6322459,44.75,47.3,94.61,211.4,16564842.58,9291886.55,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP008868.1 Pseudomonas aeruginosa strain T63266, complete genome",17048056,293160,6456866,51.01,53.71,94.98,186.19,26989699.88,16188399.84,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP013989.1 Pseudomonas aeruginosa strain USDA-ARS-USMARC-41639, complete genome",15214314,289039,6364583,50.64,53.56,94.55,186.71,24758227.87,14368750.36,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1411700|CP013993.1 Pseudomonas aeruginosa DHS01, complete genome",6422616,320799,7055752,32.16,34.24,93.95,292.08,10160282.879999999,5521262.5,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
77133|KU607577.1 Uncultured bacterium clone 2-B7_CZ_Contig_1 genomic sequence,1048,94,2078,74.35,81.33,91.42,122.96,2306.5800000000004,795.64,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"1613|KU710518.1 Lactobacillus fermentum strain ASW4 16S ribosomal RNA gene, partial sequence",1146,61,1350,55.56,60.37,92.02,165.64,1174.5,974.21,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"562|LC056430.1 Escherichia coli plasmid pV234-a DNA, contig: V234-a_scaffold_1, strain: V234",176814,5096,112009,26.36,28.59,92.21,349.78,241939.44,162095.36,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LC056457.1 Escherichia coli plasmid pV263-c DNA, contig: V263-c_scaffold_7, strain: V263",18150,291,6404,57.35,64.04,89.56,156.16,15753.84,17294.22,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LC056525.1 Escherichia coli plasmid pV275-b DNA, contig: V275-b_scaffold_2, strain: V275",46304,1506,33098,33.96,36.81,92.24,271.63,71160.7,41975.64,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LC056526.1 Escherichia coli plasmid pV275-b DNA, contig: V275-b_scaffold_3, strain: V275",21942,998,21941,26.36,28.16,93.61,355.09,51122.53,19120.68,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LC056527.1 Escherichia coli plasmid pV275-b DNA, contig: V275-b_scaffold_5, strain: V275",13522,340,7479,41.48,42.71,97.12,234.16,16154.640000000001,12534.48,1e-26,561,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,
77133|KU543820.1 Uncultured bacterium clone TE_060301_060302_Contig_15 genomic sequence,6328,204,4497,40.8,43.05,94.78,232.28,9983.34,5739.76,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"562|KP792123.1 Escherichia coli strain MG1655 YFP plasmid ESBL242, complete sequence",1528410,4637,101934,68.3,71.67,95.3,139.53,2415835.8,1514554.06,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"4932|KU705821.1 Saccharomyces cerevisiae strain CBS 6412-13A UBR2p gene, complete cds",11780,323,7118,75.81,80.6,94.06,124.07,16513.76,10843.0,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"287|CP014948.1 Pseudomonas aeruginosa strain N17-1, complete genome",10300402,289505,6370730,42.68,45.08,94.68,221.83,16627605.299999999,9463543.62,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1441627|CP011061.1 Escherichia coli str. Sanji, complete genome",2973794,222508,4891769,34.89,37.32,93.49,267.95,3717744.44,2368227.24,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"1280|CP012979.1 Staphylococcus aureus strain ST20130940, complete genome",2646474,121890,2679642,23.64,25.12,94.12,398.1,3376348.92,2302269.15,1e-26,90964,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,,
"1280|CP012974.1 Staphylococcus aureus strain ST20130943, complete genome",1433850,125106,2749890,18.95,20.23,93.68,494.29,1924922.9999999998,1098690.76,1e-26,90964,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,,
1294329|CP004920.2 Saccharomyces cerevisiae YJM987 chromosome VI sequence,117308,10622,233459,29.31,31.21,93.93,320.45,165755.88999999998,88967.7,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294377|CP004970.2 Saccharomyces cerevisiae YJM1460 chromosome VI sequence,423512,11942,262480,57.58,60.68,94.89,164.81,553832.7999999999,388993.45,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294387|CP004980.2 Saccharomyces cerevisiae YJM1592 chromosome VI sequence,199468,10968,241048,48.47,51.39,94.31,194.59,245868.96,168850.43,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294309|CP005120.2 Saccharomyces cerevisiae YJM271 chromosome X sequence,561314,32348,710958,34.74,36.86,94.25,271.27,710958.0,471319.66,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294309|CP005200.2 Saccharomyces cerevisiae YJM271 chromosome VII sequence,683608,47795,1050467,32.11,33.9,94.72,294.95,850878.27,552715.67,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294380|CP006110.2 Saccharomyces cerevisiae YJM1478 chromosome VIII sequence,543386,24390,536067,47.64,50.46,94.41,198.18,691526.43,474404.6,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294304|CP006120.2 Saccharomyces cerevisiae YJM193 chromosome VIII sequence,471074,24696,542784,32.99,34.73,94.98,287.9,569923.2000000001,401904.9,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294345|CP005031.2 Saccharomyces cerevisiae YJM1307 chromosome IX sequence,1414204,19009,417834,62.82,64.92,96.76,154.03,1734011.1,1358185.14,1e-26,4930,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,
1294377|CP005371.2 Saccharomyces cerevisiae YJM1460 chromosome XI sequence,337684,30308,666114,28.6,30.35,94.23,329.45,386346.12,256742.85,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294380|CP005671.2 Saccharomyces cerevisiae YJM1478 chromosome XV sequence,968824,49438,1086619,34.81,36.53,95.3,273.78,1217013.28,830110.63,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1294364|CP006541.2 Saccharomyces cerevisiae YJM1401 mitochondrion, complete genome",95008,3699,81308,63.94,68.97,92.72,145.0,379708.36,84463.6,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294345|CP005242.2 Saccharomyces cerevisiae YJM1307 chromosome VII genomic sequence,1103100,48191,1059247,47.98,50.75,94.55,197.05,1419390.98,966593.14,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294345|CP005542.2 Saccharomyces cerevisiae YJM1307 chromosome XIV sequence,771728,34276,753357,37.35,39.31,95.01,254.39,941696.25,674729.14,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294380|CP006202.2 Saccharomyces cerevisiae YJM1478 chromosome XVI sequence,685500,41627,914917,39.6,41.97,94.37,238.29,869171.1499999999,570149.51,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294380|CP006322.2 Saccharomyces cerevisiae YJM1478 chromosome III sequence,234938,15460,339781,32.64,34.47,94.69,290.08,302405.09,192374.79,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1294345|CP006522.2 Saccharomyces cerevisiae YJM1307 mitochondrion, complete genome",225426,3628,79737,60.89,62.71,97.09,159.46,1199244.48,214771.43,1e-26,4930,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,
1294380|CP004583.2 Saccharomyces cerevisiae YJM1478 chromosome II genomic sequence,783038,35976,790722,29.27,30.7,95.33,325.7,1012124.16,681429.8,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294380|CP004743.2 Saccharomyces cerevisiae YJM1478 chromosome IV sequence,1012750,66566,1463101,35.62,37.78,94.3,264.71,1316790.9000000001,829471.47,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294345|CP004803.2 Saccharomyces cerevisiae YJM1307 chromosome V sequence,979508,25949,570346,57.19,60.25,94.93,165.98,1249057.74,904339.6,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294360|CP004953.2 Saccharomyces cerevisiae YJM1388 chromosome VI sequence,169678,12072,265327,34.01,36.08,94.27,277.2,214914.87000000002,136667.2,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294380|CP004973.2 Saccharomyces cerevisiae YJM1478 chromosome VI sequence,224348,10950,240668,37.28,39.15,95.21,255.41,293614.96,193534.34,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
